age,amount,checking_balance,credit_history,default,dependents,employment_duration,existing_loans_count,gender,housing,job,months_loan_duration,other_credit,percent_of_income,phone,purpose,race,savings_balance,status,years_at_residence,zipcode
82.0,7489.0,1 - 200 USD,excellent,no,1.0,1 - 3 years,1.0,M,own,unskilled,11.0,bank,22.0,no,business,CA,100 - 500 USD,married,2.0,00603
75.0,2714.0,1 - 200 USD,bad,yes,1.0,unknown,0.0,M,rent,management,38.0,stores,12.0,no,car,AA,unknown,married,11.0,00602
53.0,7448.0,1 - 200 USD,excellent,no,3.0,3 - 5 years,0.0,F,rent,unskilled,23.0,none,12.0,no,car,CA,unknown,married,20.0,00605
59.0,4214.0,>= 200 USD,no credit,yes,3.0,< 1 year,0.0,F,own,none,46.0,bank,2.0,no,education,SA,500 - 1000 USD,single,12.0,00611
39.0,4793.0,1 - 200 USD,critical,yes,3.0,unknown,1.0,F,own,unskilled,53.0,bank,1.0,yes,other,BA,unknown,single,22.0,00612
49.0,1274.0,< 0 USD,no credit,yes,2.0,3 - 5 years,0.0,M,own,unskilled,50.0,bank,8.0,yes,other,AA,unknown,married,25.0,00610
82.0,2467.0,unknown,excellent,yes,3.0,1 - 3 years,3.0,M,rent,skilled,59.0,stores,24.0,no,furniture,BA,100 - 500 USD,single,22.0,00610
75.0,2114.0,1 - 200 USD,no credit,yes,3.0,< 1 year,3.0,F,other,management,13.0,stores,16.0,no,furniture,AA,unknown,single,15.0,00603
21.0,6432.0,< 0 USD,excellent,yes,3.0,< 1 year,2.0,M,other,skilled,8.0,none,5.0,yes,furniture,CA,500 - 1000 USD,divorced,7.0,00705
66.0,1387.0,unknown,no credit,no,3.0,3 - 5 years,3.0,F,rent,skilled,59.0,none,22.0,no,furniture,BA,unknown,married,11.0,00631
30.0,2455.0,unknown,excellent,no,2.0,1 - 3 years,2.0,F,other,unskilled,26.0,stores,21.0,no,car,BA,100 - 500 USD,single,8.0,00705
31.0,5800.0,unknown,excellent,yes,3.0,unknown,3.0,F,own,management,25.0,bank,7.0,yes,education,SA,100 - 500 USD,single,18.0,00602
74.0,2847.0,>= 200 USD,excellent,yes,3.0,> 7 years,3.0,M,other,skilled,71.0,bank,18.0,no,furniture,SA,>1000 USD,single,7.0,00605
76.0,6972.0,unknown,critical,yes,3.0,< 1 year,0.0,F,other,skilled,62.0,bank,10.0,yes,other,CA,500 - 1000 USD,single,25.0,00605
47.0,1100.0,1 - 200 USD,bad,no,1.0,unknown,2.0,F,other,management,74.0,bank,15.0,yes,furniture,CA,500 - 1000 USD,married,15.0,00610
77.0,8554.0,< 0 USD,bad,no,3.0,unknown,3.0,F,other,management,26.0,bank,17.0,no,business,AA,unknown,divorced,25.0,00604
20.0,212.0,1 - 200 USD,excellent,yes,1.0,> 7 years,1.0,M,other,unskilled,29.0,bank,10.0,yes,education,AA,100 - 500 USD,married,12.0,00612
30.0,3511.0,1 - 200 USD,good,no,3.0,3 - 5 years,1.0,F,own,none,6.0,stores,21.0,yes,education,CA,>1000 USD,divorced,23.0,00611
25.0,1945.0,>= 200 USD,good,yes,3.0,3 - 5 years,1.0,M,own,unskilled,46.0,stores,5.0,yes,business,BA,< 100 USD,married,17.0,00603
23.0,3435.0,unknown,critical,yes,1.0,1 - 3 years,1.0,F,own,none,55.0,bank,5.0,no,furniture,SA,unknown,divorced,16.0,00601
76.0,9738.0,< 0 USD,excellent,yes,1.0,3 - 5 years,2.0,F,rent,none,36.0,none,3.0,no,furniture,BA,< 100 USD,married,16.0,00611
75.0,3912.0,1 - 200 USD,bad,yes,3.0,unknown,3.0,M,rent,management,68.0,stores,8.0,yes,car,SA,unknown,married,13.0,00604
85.0,7225.0,>= 200 USD,bad,no,2.0,< 1 year,2.0,M,rent,management,7.0,bank,3.0,yes,furniture,CA,>1000 USD,married,3.0,00705
74.0,9870.0,< 0 USD,critical,yes,3.0,1 - 3 years,1.0,M,own,unskilled,44.0,none,6.0,no,furniture,SA,>1000 USD,married,22.0,00611
52.0,525.0,unknown,no credit,no,1.0,> 7 years,0.0,F,own,none,27.0,stores,22.0,yes,other,BA,>1000 USD,single,2.0,00705
83.0,3081.0,>= 200 USD,good,no,1.0,unknown,3.0,M,other,skilled,16.0,none,25.0,no,education,CA,>1000 USD,divorced,23.0,00604
40.0,2895.0,1 - 200 USD,critical,no,2.0,1 - 3 years,3.0,F,own,management,22.0,none,9.0,yes,education,AA,>1000 USD,divorced,23.0,00611
29.0,38.0,< 0 USD,no credit,no,3.0,> 7 years,2.0,M,other,unskilled,75.0,none,3.0,no,education,SA,500 - 1000 USD,married,7.0,00610
52.0,5835.0,1 - 200 USD,bad,no,2.0,1 - 3 years,2.0,M,own,none,9.0,bank,11.0,yes,furniture,SA,500 - 1000 USD,single,11.0,00601
78.0,9522.0,>= 200 USD,critical,no,2.0,> 7 years,0.0,F,own,skilled,49.0,stores,16.0,no,car,SA,500 - 1000 USD,married,21.0,00610
76.0,7706.0,1 - 200 USD,no credit,yes,3.0,> 7 years,0.0,F,rent,none,26.0,bank,8.0,no,furniture,SA,100 - 500 USD,married,4.0,00604
38.0,5786.0,< 0 USD,no credit,no,2.0,3 - 5 years,0.0,F,rent,management,55.0,bank,24.0,yes,furniture,BA,100 - 500 USD,divorced,21.0,00610
61.0,6378.0,>= 200 USD,bad,yes,3.0,1 - 3 years,2.0,F,rent,none,46.0,bank,21.0,yes,car,BA,>1000 USD,divorced,6.0,00601
44.0,4486.0,unknown,no credit,yes,1.0,> 7 years,1.0,F,other,none,61.0,stores,11.0,yes,other,BA,100 - 500 USD,single,11.0,00610
83.0,7219.0,1 - 200 USD,good,yes,2.0,< 1 year,2.0,F,own,unskilled,60.0,stores,10.0,no,car,CA,100 - 500 USD,single,9.0,00612
42.0,1210.0,< 0 USD,critical,no,1.0,< 1 year,1.0,M,other,unskilled,16.0,bank,6.0,yes,business,AA,unknown,single,11.0,00604
44.0,8315.0,unknown,bad,yes,3.0,unknown,0.0,M,other,skilled,48.0,bank,3.0,yes,other,SA,>1000 USD,divorced,16.0,00610
37.0,6329.0,>= 200 USD,critical,no,2.0,< 1 year,2.0,M,other,none,72.0,none,21.0,no,education,BA,< 100 USD,divorced,7.0,00612
43.0,8496.0,>= 200 USD,critical,yes,2.0,unknown,0.0,M,rent,management,35.0,stores,11.0,no,business,SA,< 100 USD,single,24.0,00705
46.0,6089.0,unknown,good,yes,1.0,< 1 year,2.0,M,own,skilled,38.0,none,11.0,no,car,BA,500 - 1000 USD,married,14.0,00603
18.0,4365.0,unknown,critical,no,1.0,unknown,3.0,F,own,unskilled,53.0,bank,14.0,yes,furniture,AA,100 - 500 USD,married,21.0,00612
80.0,639.0,1 - 200 USD,bad,yes,3.0,3 - 5 years,2.0,M,other,unskilled,11.0,bank,12.0,no,car,CA,unknown,single,12.0,00604
58.0,483.0,1 - 200 USD,excellent,yes,3.0,> 7 years,3.0,M,other,management,27.0,bank,19.0,no,business,CA,unknown,single,17.0,00631
26.0,4863.0,1 - 200 USD,excellent,yes,1.0,> 7 years,2.0,M,own,skilled,54.0,none,10.0,yes,business,CA,< 100 USD,divorced,15.0,00605
26.0,7427.0,1 - 200 USD,critical,no,3.0,> 7 years,3.0,F,other,unskilled,21.0,none,7.0,yes,car,SA,500 - 1000 USD,divorced,8.0,00605
47.0,8240.0,1 - 200 USD,excellent,yes,1.0,1 - 3 years,2.0,M,other,none,26.0,stores,6.0,no,car,BA,>1000 USD,divorced,14.0,00605
41.0,9329.0,>= 200 USD,no credit,yes,1.0,3 - 5 years,2.0,M,rent,unskilled,69.0,stores,3.0,yes,education,SA,unknown,single,8.0,00611
83.0,3898.0,unknown,bad,no,1.0,< 1 year,0.0,F,rent,skilled,39.0,bank,14.0,no,furniture,CA,500 - 1000 USD,divorced,18.0,00605
18.0,5782.0,unknown,no credit,yes,3.0,1 - 3 years,2.0,F,other,management,52.0,stores,18.0,yes,education,BA,100 - 500 USD,married,19.0,00604
81.0,6934.0,unknown,excellent,yes,1.0,1 - 3 years,1.0,M,rent,skilled,75.0,bank,25.0,yes,business,AA,100 - 500 USD,married,6.0,00610
29.0,8467.0,>= 200 USD,no credit,no,3.0,3 - 5 years,1.0,M,own,management,48.0,bank,15.0,yes,education,CA,>1000 USD,married,24.0,00612
21.0,9757.0,unknown,no credit,no,3.0,> 7 years,1.0,F,rent,unskilled,49.0,none,17.0,no,business,AA,< 100 USD,single,10.0,00603
23.0,1641.0,>= 200 USD,no credit,yes,2.0,< 1 year,1.0,M,rent,unskilled,15.0,stores,25.0,yes,business,CA,500 - 1000 USD,single,22.0,00631
58.0,684.0,1 - 200 USD,good,yes,2.0,unknown,1.0,M,own,unskilled,70.0,bank,25.0,no,furniture,SA,100 - 500 USD,single,14.0,00602
59.0,1463.0,< 0 USD,critical,no,1.0,3 - 5 years,2.0,F,own,skilled,4.0,stores,13.0,yes,other,AA,unknown,single,13.0,00601
23.0,1874.0,>= 200 USD,good,yes,3.0,> 7 years,1.0,F,own,none,12.0,stores,22.0,yes,business,BA,< 100 USD,divorced,1.0,00605
46.0,6128.0,1 - 200 USD,excellent,yes,3.0,< 1 year,0.0,F,rent,unskilled,48.0,bank,23.0,no,car,CA,500 - 1000 USD,divorced,16.0,00605
69.0,7450.0,< 0 USD,bad,no,2.0,> 7 years,2.0,M,rent,none,72.0,stores,7.0,no,car,AA,< 100 USD,single,7.0,00631
58.0,8579.0,unknown,excellent,no,3.0,3 - 5 years,1.0,F,rent,unskilled,11.0,stores,3.0,no,education,CA,100 - 500 USD,divorced,2.0,00610
32.0,5192.0,unknown,excellent,yes,3.0,< 1 year,1.0,M,other,none,35.0,none,21.0,yes,education,BA,>1000 USD,single,11.0,00605
36.0,531.0,>= 200 USD,no credit,yes,1.0,> 7 years,2.0,F,rent,none,58.0,bank,6.0,no,car,CA,unknown,divorced,24.0,00602
32.0,2863.0,unknown,bad,yes,3.0,> 7 years,0.0,F,other,management,40.0,stores,8.0,yes,furniture,CA,500 - 1000 USD,married,25.0,00605
69.0,5888.0,unknown,bad,yes,2.0,3 - 5 years,1.0,M,own,skilled,6.0,none,21.0,yes,car,BA,100 - 500 USD,divorced,12.0,00705
43.0,6808.0,unknown,excellent,no,3.0,1 - 3 years,1.0,M,other,none,61.0,none,12.0,yes,car,BA,unknown,single,14.0,00631
40.0,921.0,>= 200 USD,excellent,yes,3.0,> 7 years,1.0,M,own,management,46.0,bank,23.0,yes,other,CA,500 - 1000 USD,divorced,16.0,00631
23.0,9785.0,< 0 USD,critical,yes,3.0,unknown,3.0,F,other,skilled,53.0,bank,17.0,no,other,CA,100 - 500 USD,married,16.0,00705
27.0,908.0,unknown,critical,yes,2.0,1 - 3 years,1.0,F,rent,none,44.0,bank,19.0,yes,education,SA,>1000 USD,married,24.0,00631
50.0,3575.0,< 0 USD,bad,yes,3.0,> 7 years,1.0,M,rent,unskilled,43.0,stores,21.0,no,business,CA,< 100 USD,single,18.0,00611
37.0,2850.0,< 0 USD,excellent,no,3.0,1 - 3 years,1.0,F,own,none,21.0,bank,16.0,no,car,AA,< 100 USD,single,1.0,00612
47.0,22.0,1 - 200 USD,excellent,yes,3.0,< 1 year,1.0,F,other,management,29.0,stores,12.0,no,business,AA,< 100 USD,single,15.0,00603
53.0,7009.0,>= 200 USD,bad,no,1.0,> 7 years,3.0,F,own,skilled,65.0,stores,9.0,yes,business,CA,100 - 500 USD,single,8.0,00612
19.0,3370.0,>= 200 USD,bad,yes,2.0,1 - 3 years,2.0,F,own,none,14.0,bank,8.0,yes,other,SA,500 - 1000 USD,divorced,1.0,00601
43.0,3488.0,1 - 200 USD,excellent,yes,1.0,unknown,1.0,M,rent,unskilled,36.0,stores,6.0,yes,education,CA,>1000 USD,single,12.0,00705
57.0,7903.0,< 0 USD,no credit,yes,3.0,3 - 5 years,1.0,F,other,none,15.0,bank,2.0,no,furniture,AA,unknown,married,18.0,00611
37.0,9661.0,>= 200 USD,no credit,no,2.0,3 - 5 years,0.0,F,own,management,74.0,stores,23.0,yes,furniture,AA,< 100 USD,married,7.0,00604
55.0,6431.0,1 - 200 USD,bad,no,3.0,> 7 years,3.0,F,other,management,38.0,none,17.0,yes,education,BA,500 - 1000 USD,married,13.0,00705
33.0,49.0,< 0 USD,good,no,1.0,> 7 years,0.0,F,other,skilled,32.0,stores,20.0,no,education,SA,unknown,divorced,13.0,00705
36.0,3962.0,unknown,good,no,1.0,> 7 years,0.0,M,other,skilled,51.0,bank,16.0,yes,furniture,AA,< 100 USD,married,2.0,00612
49.0,5585.0,1 - 200 USD,critical,yes,3.0,< 1 year,3.0,F,own,unskilled,25.0,bank,17.0,yes,other,BA,unknown,single,8.0,00602
76.0,1653.0,>= 200 USD,no credit,yes,2.0,< 1 year,0.0,F,other,skilled,71.0,bank,4.0,yes,education,SA,500 - 1000 USD,married,20.0,00601
67.0,4376.0,>= 200 USD,excellent,yes,1.0,unknown,1.0,F,rent,management,8.0,stores,20.0,no,education,SA,unknown,divorced,10.0,00705
22.0,4566.0,< 0 USD,critical,no,2.0,> 7 years,0.0,F,rent,management,7.0,none,4.0,yes,furniture,SA,unknown,divorced,7.0,00601
69.0,4038.0,unknown,critical,yes,3.0,< 1 year,3.0,M,other,none,36.0,bank,5.0,no,car,CA,< 100 USD,married,12.0,00705
32.0,564.0,>= 200 USD,good,no,3.0,< 1 year,0.0,F,own,skilled,55.0,none,10.0,yes,other,CA,>1000 USD,single,3.0,00602
56.0,328.0,1 - 200 USD,good,yes,1.0,1 - 3 years,1.0,M,rent,management,9.0,bank,13.0,yes,other,SA,unknown,divorced,22.0,00705
51.0,6570.0,>= 200 USD,no credit,no,3.0,> 7 years,1.0,F,rent,management,41.0,none,4.0,yes,other,BA,< 100 USD,married,21.0,00601
49.0,2296.0,1 - 200 USD,no credit,yes,1.0,3 - 5 years,1.0,F,other,none,31.0,stores,19.0,no,business,AA,unknown,single,9.0,00631
36.0,8080.0,unknown,good,yes,3.0,1 - 3 years,3.0,M,rent,management,7.0,stores,24.0,no,furniture,CA,unknown,married,4.0,00610
82.0,803.0,< 0 USD,critical,no,3.0,> 7 years,0.0,M,other,skilled,73.0,bank,10.0,no,other,SA,100 - 500 USD,married,8.0,00601
23.0,9500.0,< 0 USD,no credit,no,3.0,3 - 5 years,1.0,M,rent,none,42.0,stores,5.0,yes,furniture,CA,< 100 USD,married,15.0,00611
54.0,6274.0,unknown,no credit,yes,2.0,> 7 years,3.0,F,other,none,52.0,stores,20.0,yes,car,BA,500 - 1000 USD,divorced,13.0,00604
33.0,1316.0,>= 200 USD,bad,yes,3.0,unknown,3.0,M,rent,unskilled,33.0,bank,13.0,yes,car,CA,>1000 USD,divorced,2.0,00605
42.0,6394.0,1 - 200 USD,bad,yes,1.0,< 1 year,0.0,F,own,skilled,65.0,stores,23.0,no,car,SA,unknown,single,7.0,00705
59.0,9298.0,< 0 USD,no credit,no,2.0,3 - 5 years,1.0,F,own,management,72.0,none,23.0,no,car,BA,>1000 USD,married,15.0,00604
55.0,5625.0,< 0 USD,no credit,no,1.0,unknown,1.0,F,other,unskilled,25.0,bank,17.0,yes,business,BA,500 - 1000 USD,single,25.0,00611
45.0,845.0,1 - 200 USD,critical,yes,2.0,< 1 year,1.0,M,own,none,41.0,none,18.0,yes,other,SA,100 - 500 USD,married,24.0,00605
83.0,768.0,>= 200 USD,good,yes,2.0,< 1 year,1.0,M,own,skilled,30.0,stores,22.0,yes,other,AA,< 100 USD,divorced,20.0,00631
24.0,3711.0,1 - 200 USD,no credit,yes,3.0,1 - 3 years,2.0,M,rent,none,2.0,bank,10.0,yes,furniture,AA,>1000 USD,single,15.0,00611
81.0,9731.0,>= 200 USD,good,yes,1.0,> 7 years,2.0,F,other,skilled,61.0,none,13.0,yes,furniture,SA,100 - 500 USD,married,3.0,00602
60.0,3745.0,>= 200 USD,good,no,1.0,unknown,1.0,M,own,unskilled,23.0,bank,22.0,no,other,AA,500 - 1000 USD,divorced,9.0,00601
64.0,6384.0,unknown,bad,no,2.0,< 1 year,0.0,M,rent,skilled,17.0,none,20.0,no,other,CA,unknown,married,19.0,00605
82.0,7555.0,< 0 USD,good,no,1.0,1 - 3 years,3.0,F,other,skilled,62.0,none,8.0,no,other,AA,500 - 1000 USD,married,22.0,00603
85.0,6380.0,unknown,bad,yes,1.0,> 7 years,3.0,M,own,none,15.0,none,23.0,yes,other,AA,< 100 USD,married,10.0,00610
77.0,1100.0,unknown,no credit,no,3.0,3 - 5 years,1.0,M,rent,unskilled,70.0,none,17.0,no,car,SA,500 - 1000 USD,married,4.0,00612
83.0,6761.0,unknown,bad,no,2.0,1 - 3 years,2.0,M,other,none,31.0,bank,9.0,no,car,CA,>1000 USD,single,3.0,00705
78.0,8810.0,unknown,excellent,yes,1.0,3 - 5 years,0.0,M,other,skilled,17.0,bank,12.0,no,car,SA,500 - 1000 USD,married,12.0,00604
31.0,1772.0,< 0 USD,no credit,yes,2.0,> 7 years,1.0,F,own,management,61.0,none,15.0,no,other,CA,>1000 USD,single,8.0,00612
25.0,4493.0,1 - 200 USD,critical,yes,3.0,> 7 years,2.0,M,rent,none,72.0,bank,1.0,yes,car,SA,100 - 500 USD,single,22.0,00611
68.0,6400.0,unknown,critical,no,3.0,unknown,2.0,M,rent,management,10.0,none,6.0,no,other,AA,>1000 USD,single,10.0,00604
32.0,9741.0,1 - 200 USD,good,yes,3.0,unknown,1.0,M,other,unskilled,6.0,bank,12.0,no,education,SA,>1000 USD,single,12.0,00612
73.0,8816.0,>= 200 USD,bad,yes,1.0,1 - 3 years,2.0,F,rent,skilled,73.0,none,14.0,no,other,BA,< 100 USD,single,14.0,00610
21.0,70.0,1 - 200 USD,bad,no,2.0,< 1 year,3.0,M,other,skilled,24.0,bank,1.0,no,education,BA,>1000 USD,married,24.0,00611
68.0,6299.0,>= 200 USD,bad,yes,2.0,< 1 year,3.0,F,own,management,58.0,stores,13.0,yes,car,SA,100 - 500 USD,single,19.0,00603
48.0,984.0,>= 200 USD,bad,no,2.0,< 1 year,3.0,M,other,none,24.0,bank,22.0,yes,other,AA,>1000 USD,married,12.0,00631
70.0,6435.0,unknown,bad,yes,2.0,1 - 3 years,0.0,M,own,management,40.0,bank,1.0,no,education,SA,>1000 USD,divorced,16.0,00612
81.0,4297.0,unknown,no credit,no,2.0,1 - 3 years,2.0,M,rent,none,29.0,stores,24.0,no,other,SA,500 - 1000 USD,single,24.0,00705
53.0,8401.0,>= 200 USD,critical,yes,2.0,1 - 3 years,2.0,M,other,none,74.0,stores,11.0,yes,education,SA,< 100 USD,divorced,24.0,00604
55.0,1049.0,unknown,critical,no,2.0,3 - 5 years,2.0,M,rent,management,23.0,stores,15.0,yes,car,AA,unknown,married,12.0,00602
25.0,7529.0,>= 200 USD,critical,yes,3.0,unknown,0.0,M,other,skilled,25.0,stores,17.0,yes,education,AA,unknown,married,7.0,00604
69.0,4079.0,unknown,critical,no,3.0,3 - 5 years,0.0,F,other,unskilled,42.0,none,24.0,no,business,CA,100 - 500 USD,divorced,25.0,00603
20.0,5938.0,>= 200 USD,good,yes,2.0,> 7 years,3.0,F,other,unskilled,21.0,none,4.0,yes,furniture,BA,unknown,single,10.0,00604
27.0,2668.0,unknown,no credit,yes,1.0,< 1 year,3.0,M,rent,management,39.0,bank,22.0,yes,car,SA,unknown,single,14.0,00603
68.0,8391.0,unknown,bad,yes,3.0,unknown,1.0,M,rent,management,16.0,bank,8.0,yes,education,BA,unknown,divorced,13.0,00612
46.0,1438.0,unknown,bad,yes,1.0,1 - 3 years,1.0,F,other,skilled,56.0,bank,4.0,yes,furniture,CA,100 - 500 USD,divorced,23.0,00610
47.0,1091.0,unknown,excellent,yes,2.0,unknown,1.0,F,own,unskilled,51.0,bank,19.0,no,car,AA,>1000 USD,single,4.0,00604
42.0,5635.0,>= 200 USD,no credit,no,2.0,1 - 3 years,3.0,M,rent,unskilled,15.0,bank,24.0,yes,business,AA,100 - 500 USD,divorced,10.0,00603
54.0,3588.0,< 0 USD,bad,no,2.0,< 1 year,0.0,F,rent,unskilled,53.0,bank,15.0,no,car,BA,< 100 USD,divorced,5.0,00602
48.0,1644.0,< 0 USD,critical,yes,2.0,< 1 year,3.0,F,rent,skilled,35.0,stores,9.0,yes,education,CA,unknown,divorced,2.0,00605
50.0,1305.0,>= 200 USD,good,no,3.0,< 1 year,0.0,F,other,management,59.0,none,15.0,yes,furniture,SA,< 100 USD,single,24.0,00605
71.0,7558.0,1 - 200 USD,excellent,no,3.0,1 - 3 years,3.0,M,other,skilled,8.0,none,16.0,no,car,CA,< 100 USD,divorced,13.0,00603
30.0,9126.0,< 0 USD,critical,no,3.0,1 - 3 years,1.0,F,rent,unskilled,42.0,bank,21.0,no,car,SA,>1000 USD,divorced,1.0,00601
76.0,2023.0,unknown,good,no,3.0,unknown,2.0,F,other,skilled,58.0,stores,23.0,no,furniture,BA,500 - 1000 USD,married,18.0,00604
78.0,1863.0,1 - 200 USD,bad,yes,2.0,unknown,3.0,M,other,none,27.0,bank,9.0,yes,furniture,CA,100 - 500 USD,married,15.0,00631
62.0,2651.0,< 0 USD,bad,yes,2.0,3 - 5 years,3.0,F,other,none,72.0,none,14.0,yes,car,CA,500 - 1000 USD,divorced,10.0,00610
43.0,9928.0,unknown,critical,yes,2.0,< 1 year,0.0,F,own,management,20.0,none,17.0,no,other,AA,< 100 USD,divorced,25.0,00601
77.0,4281.0,1 - 200 USD,no credit,yes,2.0,unknown,3.0,M,own,unskilled,50.0,none,18.0,yes,education,SA,unknown,married,21.0,00705
67.0,6441.0,>= 200 USD,bad,no,1.0,> 7 years,3.0,F,rent,skilled,12.0,stores,19.0,yes,other,SA,unknown,married,9.0,00612
60.0,8346.0,>= 200 USD,no credit,yes,3.0,> 7 years,1.0,M,other,skilled,45.0,none,13.0,no,education,CA,unknown,married,13.0,00605
66.0,3035.0,unknown,critical,yes,2.0,1 - 3 years,3.0,M,rent,unskilled,54.0,stores,21.0,yes,car,CA,unknown,married,15.0,00602
53.0,6211.0,< 0 USD,no credit,yes,2.0,unknown,2.0,F,own,unskilled,27.0,none,14.0,yes,business,SA,500 - 1000 USD,divorced,6.0,00604
48.0,2654.0,>= 200 USD,no credit,no,2.0,3 - 5 years,1.0,F,other,none,5.0,stores,13.0,no,education,AA,< 100 USD,single,1.0,00604
85.0,9237.0,>= 200 USD,critical,no,2.0,3 - 5 years,1.0,F,rent,none,66.0,none,23.0,no,furniture,SA,500 - 1000 USD,married,6.0,00705
42.0,5497.0,1 - 200 USD,excellent,no,1.0,3 - 5 years,3.0,M,own,unskilled,9.0,none,1.0,no,car,BA,unknown,divorced,11.0,00603
27.0,2052.0,< 0 USD,excellent,no,1.0,> 7 years,1.0,M,other,none,52.0,none,9.0,no,education,CA,500 - 1000 USD,single,3.0,00603
63.0,6781.0,1 - 200 USD,critical,yes,2.0,< 1 year,1.0,M,rent,management,50.0,stores,11.0,no,education,BA,500 - 1000 USD,single,12.0,00610
78.0,1398.0,>= 200 USD,excellent,yes,1.0,1 - 3 years,3.0,M,rent,unskilled,37.0,bank,21.0,yes,car,AA,500 - 1000 USD,divorced,1.0,00603
23.0,890.0,unknown,bad,no,3.0,1 - 3 years,0.0,F,rent,skilled,60.0,bank,24.0,no,furniture,CA,unknown,married,8.0,00605
57.0,5795.0,unknown,critical,yes,2.0,3 - 5 years,2.0,M,own,skilled,34.0,bank,16.0,yes,car,AA,100 - 500 USD,divorced,24.0,00601
60.0,7587.0,unknown,no credit,yes,1.0,> 7 years,2.0,M,own,unskilled,72.0,bank,20.0,no,education,AA,100 - 500 USD,single,1.0,00611
42.0,1576.0,1 - 200 USD,excellent,no,2.0,1 - 3 years,0.0,F,other,management,48.0,stores,19.0,yes,car,SA,100 - 500 USD,single,8.0,00610
82.0,5869.0,1 - 200 USD,excellent,no,2.0,< 1 year,0.0,F,rent,management,23.0,bank,3.0,yes,furniture,SA,500 - 1000 USD,single,9.0,00705
82.0,5860.0,unknown,no credit,no,1.0,< 1 year,3.0,M,own,unskilled,35.0,none,11.0,no,other,BA,unknown,divorced,8.0,00602
77.0,7140.0,unknown,bad,no,1.0,3 - 5 years,3.0,M,own,management,68.0,none,25.0,yes,car,SA,>1000 USD,single,2.0,00601
59.0,3514.0,1 - 200 USD,critical,yes,3.0,> 7 years,3.0,M,other,skilled,57.0,stores,4.0,yes,furniture,CA,>1000 USD,single,21.0,00604
40.0,2842.0,>= 200 USD,excellent,no,1.0,unknown,2.0,M,rent,skilled,74.0,stores,19.0,no,education,BA,100 - 500 USD,divorced,18.0,00605
63.0,4386.0,1 - 200 USD,critical,yes,2.0,> 7 years,2.0,M,rent,unskilled,75.0,stores,19.0,yes,furniture,CA,unknown,single,14.0,00602
62.0,1607.0,>= 200 USD,good,yes,3.0,> 7 years,0.0,F,other,unskilled,17.0,bank,14.0,yes,education,CA,100 - 500 USD,single,3.0,00611
45.0,3281.0,1 - 200 USD,no credit,yes,1.0,> 7 years,2.0,F,other,management,27.0,bank,21.0,no,education,AA,>1000 USD,divorced,1.0,00605
64.0,1166.0,< 0 USD,critical,yes,3.0,1 - 3 years,3.0,M,own,none,13.0,none,9.0,no,car,SA,100 - 500 USD,single,6.0,00603
84.0,8887.0,< 0 USD,no credit,no,3.0,1 - 3 years,3.0,M,own,unskilled,67.0,none,2.0,yes,car,AA,unknown,single,17.0,00611
71.0,3290.0,1 - 200 USD,bad,yes,3.0,1 - 3 years,1.0,M,own,management,27.0,none,19.0,yes,furniture,AA,100 - 500 USD,single,22.0,00612
58.0,8566.0,>= 200 USD,good,no,1.0,< 1 year,1.0,M,rent,management,46.0,stores,2.0,no,education,SA,unknown,married,14.0,00601
62.0,1471.0,< 0 USD,no credit,yes,1.0,< 1 year,0.0,F,rent,unskilled,61.0,none,17.0,no,other,AA,100 - 500 USD,single,23.0,00602
29.0,1918.0,< 0 USD,excellent,no,3.0,3 - 5 years,3.0,F,other,none,67.0,stores,3.0,yes,business,BA,unknown,divorced,12.0,00603
46.0,3073.0,1 - 200 USD,excellent,yes,2.0,> 7 years,2.0,F,own,skilled,33.0,stores,20.0,no,car,AA,< 100 USD,married,4.0,00705
44.0,6562.0,>= 200 USD,bad,yes,1.0,1 - 3 years,3.0,F,other,management,39.0,bank,20.0,yes,car,BA,>1000 USD,single,25.0,00603
40.0,6761.0,< 0 USD,good,no,2.0,3 - 5 years,0.0,F,rent,unskilled,17.0,none,11.0,no,other,SA,< 100 USD,single,7.0,00612
25.0,9741.0,< 0 USD,bad,no,3.0,> 7 years,2.0,M,rent,skilled,27.0,none,21.0,no,furniture,CA,500 - 1000 USD,single,22.0,00605
39.0,8144.0,< 0 USD,good,no,1.0,< 1 year,0.0,F,other,unskilled,4.0,none,20.0,no,furniture,CA,100 - 500 USD,married,22.0,00612
32.0,6049.0,unknown,bad,yes,1.0,> 7 years,0.0,F,other,skilled,44.0,none,6.0,no,business,CA,unknown,single,16.0,00612
22.0,7555.0,unknown,no credit,no,3.0,3 - 5 years,2.0,F,other,management,48.0,stores,4.0,no,furniture,SA,500 - 1000 USD,married,2.0,00610
39.0,3234.0,< 0 USD,critical,yes,1.0,> 7 years,2.0,F,other,unskilled,49.0,stores,1.0,no,furniture,AA,500 - 1000 USD,married,24.0,00611
46.0,5971.0,1 - 200 USD,bad,no,2.0,3 - 5 years,2.0,F,rent,skilled,7.0,none,23.0,no,furniture,AA,unknown,married,7.0,00603
46.0,3583.0,1 - 200 USD,no credit,yes,1.0,< 1 year,3.0,M,own,management,66.0,bank,9.0,yes,other,BA,< 100 USD,divorced,21.0,00705
43.0,7536.0,>= 200 USD,bad,no,3.0,< 1 year,0.0,F,other,skilled,48.0,bank,21.0,yes,business,CA,>1000 USD,divorced,1.0,00604
